case	fixture	source	destination	inputBounds	kind	index	ah	av	lh	lv	rh	rv
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	13	240	190	240	190	240	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	14	246	190	246	190	246	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	15	251	190	251	190	251	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	16	258	190	258	190	258	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	17	265	190	265	190	265	190
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	18	175	250	175	250	175	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	19	210	250	210	250	210	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	20	245	250	245	250	245	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	21	270	250	270	250	270	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	22	300	250	300	250	300	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	23	325	250	325	250	325	250
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	24	400	300	400	300	400	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	25	350	300	350	300	350	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	26	290	300	290	300	290	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	27	240	300	240	300	240	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	28	170	300	170	300	170	300
grid-bow-tie	grid	100,300,400,100	400,300,100,300,100,100,400,100	100,300,400,100	R	29	100	300	100	300	100	300
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	0	100	200	90	150	110	250
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	1	220	300	150	300	290	300
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	2	400	260	380	300	420	220
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	3	330	100	390	110	270	90
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	4	160	120	230	90	120	140
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	0	102.822938372	218.878299597	78.314689483	152.85364785	127.64632435	283.16969735
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	1	256.644332103	326.254187731	183.942692824	339.885745096	329.345971382	312.622630366
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	2	428.133754614	259.702950702	422.819507598	295.096342325	432.943782285	227.082765468
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	3	298.013434905	123.074308359	360.38037941	140.237154896	236.024654908	103.83155703
curves-source-is-bounds	curves	98.0618520421503,300,406.170447970364,94.0192378864667	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	4	138.383138924	121.317832954	197.128012589	97.061684833	105.072389355	142.083418389
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	0	100	200	90	150	110	250
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	1	220	300	150	300	290	300
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	2	400	260	380	300	420	220
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	3	330	100	390	110	270	90
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	S	4	160	120	230	90	120	140
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	0	77.706466117	225.941797467	48.66338091	145.942926378	107.122999194	303.840568681
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	1	259.989903218	356.043957881	173.836057064	372.56065538	346.143749372	339.527260382
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	2	463.21053855	275.407048923	456.912980141	318.291506455	468.910580367	235.882751189
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	3	309.013657754	109.860743769	382.920548921	130.656133237	235.55490403	86.545234451
curves-source-not-bounds	curves	120,280,380,110	130,350,450,290,70,80,370,130	98.0618520422,300,406.17044797,94.0192378865	R	4	119.846479437	107.732507636	189.461096909	78.342508365	80.372139902	132.893161245
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	S	0	100	200	90	150	110	250
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	S	1	220	300	150	300	290	300
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	S	2	400	260	380	300	420	220
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	S	3	330	100	390	110	270	90
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	S	4	160	120	230	90	120	140
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	R	0	77.706466117	225.941797467	48.66338091	145.942926378	107.122999194	303.840568681
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	R	1	259.989903218	356.043957881	173.836057064	372.56065538	346.143749372	339.527260382
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	R	2	463.21053855	275.407048923	456.912980141	318.291506455	468.910580367	235.882751189
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	R	3	309.013657754	109.860743769	382.920548921	130.656133237	235.55490403	86.545234451
curves-source-far-away	curves	1000,900,1260,730	1010,970,1330,910,950,700,1250,750	98.0618520422,300,406.17044797,94.0192378865	R	4	119.846479437	107.732507636	189.461096909	78.342508365	80.372139902	132.893161245
